id,propositions,nl_sentence,dataset_tl
24607,"['prop_1', 'prop_2']",whenever ( prop_1 ) or whenever ( prop_2 ),F(prop_1 | F prop_2)
24608,"['prop_1', 'prop_2', 'prop_3']","It is always the case that whenever the scenario that ( prop_3 ) is observed , then the following condition is true : at the same time ( prop_1 ) or simultaneously ( prop_2 ) .",G(prop_3 -> (prop_1 | prop_2))
24609,"['prop_1', 'prop_2', 'prop_3']",In the case ( prop_3 ) and ( prop_2 ) then all of the following conditions are true : for each time instant in the future until the execution ends ( prop_1 ) .,G((prop_3 & prop_2) -> G( F prop_1))
24610,"['prop_1', 'prop_2', 'prop_3']",In case that the scenario that ( prop_3 ) occurs then all of the following conditions hold : ( prop_2 ) and ( prop_1 ) .,G(prop_3 -> (prop_2 & prop_1))
24611,"['prop_1', 'prop_2', 'prop_3']",It is always the case that if the scenario that ( prop_2 ) takes place then the following condition is true : at once ( prop_1 ) or ( prop_3 ) .,G(prop_2 -> (prop_1 | prop_3))
24612,"['prop_1', 'prop_2', 'prop_3']","Globally , when ( prop_3 ) then all of the following conditions are true : ( prop_2 ) or simultaneously the transition action that ( prop_1 ) should not be detected .",G(prop_3 -> (prop_2 | prop_1))
24613,"['prop_1', 'prop_2']",at any time ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2)
24614,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","Globally , in case that ( prop_3 ) or the transition action that ( prop_1 ) is observed then all of the following conditions are true : ( prop_2 ) , eventually ( prop_4 ) .",G((prop_3 | prop_1) -> (prop_2 U prop_4))
24615,"['prop_1', 'prop_2', 'prop_3']",While the event that ( prop_3 ) does n't get observed and ( prop_2 ) then the following condition holds : at the same time point ( prop_1 ) .,G((prop_3 & prop_2) -> prop_1)
24616,"['prop_1', 'prop_2', 'prop_3']","On condition that the scenario that ( prop_2 ) occurs then the following condition is true : ( prop_3 ) , and in no time ( prop_1 ) .",G(prop_2 -> (prop_3 & prop_1))
24617,"['prop_1', 'prop_2']","It is always the case that if ( prop_1 ) , then ( prop_2 ) .",G(prop_1 -> prop_2)
24618,"['prop_1', 'prop_2', 'prop_3']","Globally , while ( prop_2 ) or ( prop_1 ) , then ( prop_3 ) .",G((prop_2 | prop_1) -> prop_3)
24619,"['prop_1', 'prop_2', 'prop_3']","If ( prop_2 ) then the following condition is true : without any delay the scenario that ( prop_3 ) will take place , and immediately ( prop_1 ) .",G(prop_2 -> (prop_3 & prop_1))
24620,"['prop_1', 'prop_2']",In case that ( prop_1 ) then in response ( prop_2 ) .,G(prop_1 -> prop_2)
24621,"['prop_1', 'prop_2', 'prop_3']","Whenever ( prop_1 ) , and ( prop_3 ) then ( prop_2 ) .",G((prop_1 & prop_3) -> prop_2)
24622,"['prop_1', 'prop_2']",at some time ( prop_1 ) until ( prop_2 ),F(prop_1 U prop_2)
24623,"['prop_1', 'prop_2', 'prop_3']","Globally , during the interval that ( prop_1 ) , and ( prop_3 ) , then the following condition is true : ( prop_2 ) .",G((prop_1 & prop_3) -> prop_2)
24624,"['prop_1', 'prop_2']",at some time ( prop_1 ) or at some time ( prop_2 ),F(prop_1 | F prop_2)
24625,"['prop_1', 'prop_2']",( prop_1 ) and ( prop_2 ),(prop_1 & prop_2)
24626,"['prop_1', 'prop_2']",( prop_1 ) or repeatedly ( prop_2 ),(prop_1 | G( F prop_2))
24627,"['prop_1', 'prop_2', 'prop_3']","On condition that the event that ( prop_3 ) happens then all of the following conditions hold : ( prop_1 ) , and ( prop_2 ) .",G(prop_3 -> (prop_1 & prop_2))
24628,"['prop_1', 'prop_2', 'prop_3']","It is always the case that while ( prop_2 ) and ( prop_1 ) , then the following condition is true : ( prop_3 ) .",G((prop_2 & prop_1) -> prop_3)
24629,"['prop_1', 'prop_2', 'prop_3']","In case that ( prop_2 ) , and ( prop_1 ) , then ( prop_3 ) .",G((prop_2 & prop_1) -> prop_3)
24630,"['prop_1', 'prop_2']",( prop_1 ) and when possible ( prop_2 ),(prop_1 & F prop_2)
24631,"['prop_1', 'prop_2', 'prop_3']","It is always the case that whenever ( prop_2 ) , or ( prop_3 ) then the following condition is true : eventually the transition action that ( prop_1 ) should take place at a time in the future before the end of the execution .",G((prop_2 | prop_3) -> F prop_1)
24632,"['prop_1', 'prop_2', 'prop_3']","Globally , whenever ( prop_2 ) , or ( prop_3 ) , then in response ( prop_1 ) .",G((prop_2 | prop_3) -> prop_1)
24633,"['prop_1', 'prop_2', 'prop_3']",It is always the case that when ( prop_1 ) or ( prop_2 ) then the following condition is true : ( prop_3 ) and then uninterruptedly this condition will sustain in the future until the simulation ends .,G((prop_1 | prop_2) -> G prop_3)
24634,"['prop_1', 'prop_2']",when possible ( prop_1 ) and ( prop_2 ),F(prop_1 & prop_2)
24635,"['prop_1', 'prop_2', 'prop_3']",Everytime when the event that ( prop_2 ) is detected or ( prop_1 ) then at the same time point ( prop_3 ) .,G((prop_2 | prop_1) -> prop_3)
24636,"['prop_1', 'prop_2']",In the case ( prop_1 ) then ( prop_2 ) .,G(prop_1 -> prop_2)
24637,"['prop_1', 'prop_2', 'prop_3']","In the event that ( prop_2 ) and ( prop_3 ) , then all of the following conditions are true : ( prop_1 ) .",G((prop_2 & prop_3) -> prop_1)
24638,"['prop_1', 'prop_2', 'prop_3']","Globally , while ( prop_1 ) then at the same time the transition action that ( prop_3 ) must get observed and ( prop_2 ) .",G(prop_1 -> (prop_3 & prop_2))
24639,"['prop_1', 'prop_2', 'prop_3']",While ( prop_1 ) or ( prop_3 ) then all of the following conditions are true : the scenario that ( prop_2 ) .,G((prop_1 | prop_3) -> F prop_2)
24640,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","It is always the case that if ( prop_4 ) , or ( prop_3 ) then ( prop_1 ) and in no time ( prop_2 ) .",G((prop_4 | prop_3) -> (prop_1 & prop_2))
24641,"['prop_1', 'prop_2']","if whenever ( prop_1 ) , at any time ( prop_2 )",( F prop_1 -> F prop_2)
24642,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","If it is the case that whenever ( prop_2 ) and ( prop_3 ) then ( prop_4 ) , then ( prop_1 ) .",(((prop_2 & prop_3) -> prop_4) -> prop_1)
24643,"['prop_1', 'prop_2']",whenever ( prop_1 ) or when possible ( prop_2 ),F(prop_1 | F prop_2)
24644,"['prop_1', 'prop_2', 'prop_3']","Either (prop_3) and (prop_2) happen at the same time, or (prop_1) doesn't happen .",((prop_3 & prop_2) | ~prop_1)
24645,"['prop_1', 'prop_2', 'prop_3']","It is always the case that when ( prop_3 ) , then all of the following conditions are true : ( prop_1 ) and at the same moment ( prop_2 ) .",G(prop_3 -> (prop_1 & prop_2))
24646,"['prop_1', 'prop_2', 'prop_3']","When the scenario that ( prop_2 ) occurs , then all of the following conditions are true : starting without any delay ( prop_3 ) and starting without any delay ( prop_1 ) .",G(prop_2 -> (prop_3 & prop_1))
24647,"['prop_1', 'prop_2']",at some time ( prop_1 ) and ( prop_2 ),F(prop_1 & prop_2)
24648,"['prop_1', 'prop_2', 'prop_3']","It is always the case that everytime when ( prop_1 ) then ( prop_3 ) , and without any delay ( prop_2 ) .",G(prop_1 -> (prop_3 & prop_2))
24649,"['prop_1', 'prop_2', 'prop_3']","While ( prop_1 ) , and ( prop_3 ) then all of the following conditions are true : at once ( prop_2 ) .",G((prop_1 & prop_3) -> prop_2)
24650,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","Globally , if the event that ( prop_3 ) occurs , and ( prop_1 ) , then the following condition is true : ( prop_4 ) , or ( prop_2 ) .",G((prop_3 & prop_1) -> (prop_4 | prop_2))
24651,"['prop_1', 'prop_2', 'prop_3']","If ( prop_1 ) or ( prop_3 ) , then the following condition holds : eventually at sometime in the future before the simulation ends , ( prop_2 ) and uninterruptedly this scenario needs to keep in the future .",G((prop_1 | prop_3) -> F( G prop_2))
24652,"['prop_1', 'prop_2']",( prop_1 ) and at any time ( prop_2 ),(prop_1 & F prop_2)
24653,"['prop_1', 'prop_2', 'prop_3']","On condition that ( prop_3 ) , and ( prop_2 ) then the following condition is true : ( prop_1 ) .",G((prop_3 & prop_2) -> prop_1)
24654,"['prop_1', 'prop_2', 'prop_3']",During the interval that ( prop_2 ) then the following condition is true : ( prop_3 ) or at the same time instant the event that ( prop_1 ) ought to get observed .,G(prop_2 -> (prop_3 | prop_1))
24655,"['prop_1', 'prop_2', 'prop_3']","In the case ( prop_1 ) , then at the same time ( prop_2 ) and ( prop_3 ) .",G(prop_1 -> (prop_2 & prop_3))
24656,"['prop_1', 'prop_2', 'prop_3']","It is always the case that whenever the event that ( prop_1 ) gets observed then the following condition is true : there has to finally exist a certain time instant in the future , at which ( prop_3 ) , and before this ( prop_2 ) .",G(prop_1 -> (prop_3 U prop_2))
24657,"['prop_1', 'prop_2', 'prop_3']",It is always the case that while ( prop_1 ) or ( prop_2 ) then ( prop_3 ) .,G((prop_1 | prop_2) -> prop_3)
24658,"['prop_1', 'prop_2']",at some time ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2)
24659,"['prop_1', 'prop_2']",whenever ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2)
24660,"['prop_1', 'prop_2']",at any time ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2)
24661,"['prop_1', 'prop_2', 'prop_3']","It is always the case that in case that ( prop_2 ) or ( prop_3 ) , then the following condition holds : ( prop_1 ) .",G((prop_2 | prop_3) -> prop_1)
24662,"['prop_1', 'prop_2']","In the case the transition action that ( prop_1 ) occurs , then in response ( prop_2 ) .",G(prop_1 -> prop_2)
24663,"['prop_1', 'prop_2', 'prop_3']","Globally , when the scenario that ( prop_1 ) happens then all of the following conditions hold : the event that ( prop_3 ) is observed at the same time , and ( prop_2 ) .",G(prop_1 -> (prop_3 & prop_2))
24664,"['prop_1', 'prop_2', 'prop_3']",In the case the scenario that ( prop_2 ) is detected or ( prop_3 ) then the following condition is true : starting without any delay the event that ( prop_1 ) .,G((prop_2 | prop_3) -> prop_1)
24665,"['prop_1', 'prop_2', 'prop_3']","It is always the case that everytime when ( prop_1 ) or ( prop_2 ) , then at the same time point ( prop_3 ) .",G((prop_1 | prop_2) -> prop_3)
24666,"['prop_1', 'prop_2', 'prop_3']","It is always the case that everytime when ( prop_3 ) , and ( prop_2 ) then all of the following conditions are true : ( prop_1 ) .",G((prop_3 & prop_2) -> prop_1)
24667,"['prop_1', 'prop_2', 'prop_3']","If ( prop_1 ) , then in response simultaneously ( prop_2 ) , or ( prop_3 ) .",G(prop_1 -> (prop_2 | prop_3))
24668,"['prop_1', 'prop_2', 'prop_3']",Everytime when ( prop_3 ) or ( prop_1 ) then the following condition is true : ( prop_2 ) .,G((prop_3 | prop_1) -> prop_2)
24669,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","In case that ( prop_1 ) , and ( prop_3 ) , then in response ( prop_2 ) , and ( prop_4 ) .",G((prop_1 & prop_3) -> (prop_2 & prop_4))
24670,"['prop_1', 'prop_2']",at some time ( prop_1 ) until at some time ( prop_2 ),F(prop_1 U F prop_2)
24671,"['prop_1', 'prop_2']","It is always the case that if the scenario that ( prop_1 ) gets observed , then at the same moment ( prop_2 ) .",G(prop_1 -> prop_2)
24672,"['prop_1', 'prop_2', 'prop_3']","While ( prop_1 ) , and ( prop_2 ) then all of the following conditions are true : ( prop_3 ) .",G((prop_1 & prop_2) -> prop_3)
24673,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","If (prop_3) occurs, keep it true until (prop_1), or else do (prop_2) or (prop_4) .",((prop_3 U prop_1) | (prop_2 | prop_4))
24674,"['prop_1', 'prop_2', 'prop_3']","Everytime when ( prop_1 ) , and ( prop_3 ) , then in the future until the end of the simulation , ( prop_2 ) .",G((prop_1 & prop_3) -> G prop_2)
24675,"['prop_1', 'prop_2', 'prop_3']","Globally , when ( prop_1 ) and ( prop_2 ) then in response ( prop_3 ) .",G((prop_1 & prop_2) -> prop_3)
24676,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","When ( prop_1 ) or ( prop_4 ) then the following condition holds : at once the event that ( prop_3 ) will have to happen , or ( prop_2 ) .",G((prop_1 | prop_4) -> (prop_3 | prop_2))
24677,"['prop_1', 'prop_2', 'prop_3']","In case that the transition action that ( prop_3 ) gets detected and ( prop_1 ) , then all of the following conditions hold : without any delay ( prop_2 ) .",G((prop_3 & prop_1) -> prop_2)
24678,"['prop_1', 'prop_2', 'prop_3']","It is always the case that whenever ( prop_3 ) and the transition action that ( prop_2 ) takes place , then all of the following conditions are true : starting without any delay ( prop_1 ) .",G((prop_3 & prop_2) -> prop_1)
24679,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","It should be the case that if ( prop_2 ) or ( prop_4 ) then ( prop_3 ), and ( prop_1 ) .",(((prop_2 | prop_4) -> prop_3) & prop_1)
24680,"['prop_1', 'prop_2', 'prop_3']","It is always the case that whenever ( prop_1 ) , and the scenario that ( prop_3 ) is detected then in response in no time ( prop_2 ) .",G((prop_1 & prop_3) -> prop_2)
24681,"['prop_1', 'prop_2', 'prop_3']","In case that ( prop_3 ) , or ( prop_2 ) , then the following condition holds : immediately ( prop_1 ) .",G((prop_3 | prop_2) -> prop_1)
24682,"['prop_1', 'prop_2', 'prop_3']","It is required that at some point ( prop_1 ) , or else ( prop_2 ) or ( prop_3 ) should happen .",( F prop_1 | (prop_2 | prop_3))
24683,"['prop_1', 'prop_2', 'prop_3']","It is not the case that either ( prop_3 ) or ( prop_2 ) is detected , or else ( prop_1 ) .",(~(prop_3 | prop_2) | prop_1)
24684,"['prop_1', 'prop_2', 'prop_3']","Everytime when the event that ( prop_1 ) occurs , then all of the following conditions are true : there exists a certain time point in the future before the simulation ends , at which the scenario that ( prop_3 ) needs to take place , before that ( prop_2 ) .",G(prop_1 -> (prop_3 U prop_2))
24685,"['prop_1', 'prop_2']",at any time ( prop_1 ) and at some time ( prop_2 ),F(prop_1 & F prop_2)
24686,"['prop_1', 'prop_2', 'prop_3']","It is always the case that when ( prop_2 ) , and the event that ( prop_1 ) occurs , then at the same time point ( prop_3 ) .",G((prop_2 & prop_1) -> prop_3)
24687,"['prop_1', 'prop_2', 'prop_3']","In case that ( prop_3 ) , and ( prop_2 ) , then all of the following conditions are true : ( prop_1 ) .",G((prop_3 & prop_2) -> prop_1)
24688,"['prop_1', 'prop_2', 'prop_3']","In the case the scenario that ( prop_3 ) is detected , then all of the following conditions are true : ( prop_2 ) or immediately the event that ( prop_1 ) should n't get observed .",G(prop_3 -> (prop_2 | prop_1))
24689,"['prop_1', 'prop_2', 'prop_3']",In the case ( prop_2 ) and ( prop_1 ) then the following condition is true : at once ( prop_3 ) .,G((prop_2 & prop_1) -> prop_3)
24690,"['prop_1', 'prop_2', 'prop_3']","When ( prop_3 ) , or ( prop_2 ) , then ( prop_1 ) .",G((prop_3 | prop_2) -> prop_1)
24691,"['prop_1', 'prop_2']",whenever ( prop_1 ) or don't ( prop_2 ),F(prop_1 | ~prop_2)
24692,"['prop_1', 'prop_2', 'prop_3']","While ( prop_3 ) , or ( prop_1 ) , then in response starting without any delay ( prop_2 ) .",G((prop_3 | prop_1) -> prop_2)
24693,"['prop_1', 'prop_2', 'prop_3']","Everytime when ( prop_3 ) , or ( prop_2 ) , then the following condition holds : ( prop_1 ) .",G((prop_3 | prop_2) -> prop_1)
24694,"['prop_1', 'prop_2', 'prop_3']","On condition that ( prop_2 ) , or ( prop_3 ) then the following condition is true : at the same time ( prop_1 ) .",G((prop_2 | prop_3) -> prop_1)
24695,"['prop_1', 'prop_2', 'prop_3']","It is always the case that if ( prop_3 ) , and ( prop_2 ) , then in response at the same moment ( prop_1 ) .",G((prop_3 & prop_2) -> prop_1)
24696,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","In the case ( prop_1 ) and ( prop_3 ) , then in response the transition action that ( prop_2 ) or ( prop_4 ) .",G((prop_1 & prop_3) -> (prop_2 | prop_4))
24697,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","If (prop_2) or (prop_1), then keep (prop_3) until (prop_4) .",((prop_2 | prop_1) -> (prop_3 U prop_4))
24698,"['prop_1', 'prop_2', 'prop_3']","Globally , when the scenario that ( prop_1 ) is observed , then the following condition holds : ( prop_2 ) , and instantly ( prop_3 ) .",G(prop_1 -> (prop_2 & prop_3))
24699,"['prop_1', 'prop_2']",at any time ( prop_1 ) or at any time ( prop_2 ),F(prop_1 | F prop_2)
24700,"['prop_1', 'prop_2']",never ( prop_1 ) or whenever ( prop_2 ),G(~prop_1 | F prop_2)
24701,"['prop_1', 'prop_2', 'prop_3']","It is always the case that everytime when the transition action that ( prop_3 ) is not observed , and ( prop_2 ) then in response at once ( prop_1 ) .",G((prop_3 & prop_2) -> prop_1)
24702,"['prop_1', 'prop_2', 'prop_3']","Globally , in case that the event that ( prop_3 ) occurs , then all of the following conditions are true : ( prop_1 ) and simultaneously the event that ( prop_2 ) shall be detected .",G(prop_3 -> (prop_1 & prop_2))
24703,"['prop_1', 'prop_2']",whenever ( prop_1 ) and ( prop_2 ),F(prop_1 & prop_2)
